Unnamed: 0,name,type,state,found,faculty_count,department_count,has_grad,has_remote,review_rating,review_count,difficulty_SD,difficulty_rank
444,Tokyo Polytechnic University,Private,Tokyo To,1923-03,5,20,True,False,3.65,176.0,42.5,6
445,Sanno University,Private,Tokyo To,1978-12,4,5,True,True,3.83,228.0,46.8,5
446,Yamazaki University of Animal Health Technology,Private,Tokyo To,2010-04,2,3,True,False,3.57,52.0,40.0,6
447,University of Tokyo Health Sciences,Private,Tokyo To,2011-10,1,2,False,False,3.39,33.0,37.8,7
450,Teikyo University of Science,Private,Tokyo To,1989-12,5,20,True,False,3.58,232.0,41.5,6
452,Kanagawa University,Private,Kanagawa Ken,1929-03,17,32,True,False,3.68,1017.0,46.1,5
453,Kanto Gakuin University,Private,Kanagawa Ken,1884-10,16,28,True,False,3.54,440.0,38.5,7
454,Tsurumi University,Private,Kanagawa Ken,1963-04,4,10,True,False,3.75,117.0,37.3,7
455,Ferris University,Private,Kanagawa Ken,1965-01,6,12,True,False,4.06,208.0,35.3,7
456,Yokohama College of Commerce,Private,Kanagawa Ken,1966-01,1,3,False,False,3.51,49.0,37.9,7
459,Yokohama University of Pharmacy,Private,Kanagawa Ken,2006-04,2,6,True,False,3.68,95.0,37.8,7
460,Azabu University,Private,Kanagawa Ken,1934-04,4,8,True,False,3.83,202.0,42.6,6
461,Kanagawa Dentaluniversity,Private,Kanagawa Ken,1964-01,2,2,True,False,3.11,23.0,35.5,7
462,Kamakura Women’s University,Private,Kanagawa Ken,1943-01,4,6,True,False,3.9,264.0,41.0,6
463,Shonan Institute of Technology,Private,Kanagawa Ken,1963-01,2,8,True,False,3.76,82.0,35.5,7
464,Sagami Women’s University,Private,Kanagawa Ken,1900-09,5,11,True,False,3.76,270.0,36.6,7
466,St.Marianna University School of Medicine,Private,Kanagawa Ken,1971-01,2,2,True,False,3.76,22.0,63.0,2
467,Kanagawa Institute of Technology,Private,Kanagawa Ken,1962-12,6,19,True,False,3.59,215.0,36.4,7
468,Showa University of Music,Private,Kanagawa Ken,1940-04,3,8,True,False,4.06,85.0,35.0,7
469,Toin University of Yokohama,Private,Kanagawa Ken,1965-04,6,8,True,False,3.71,91.0,35.9,7
470,Toyo Eiwa University,Private,Kanagawa Ken,1988-12,4,6,True,False,3.78,153.0,35.4,7
471,Shoin University,Private,Kanagawa Ken,2000-04,5,11,True,False,3.47,32.0,35.3,7
472,Den-En Chofu University,Private,Kanagawa Ken,2002-04,4,6,True,False,3.64,76.0,35.8,7
473,Yokohama University of Art & Design,Private,Kanagawa Ken,2009-10,1,1,False,False,3.92,29.0,36.0,7
474,Japan Institute of The Moving Image,Private,Kanagawa Ken,2010-10,1,1,False,False,3.73,18.0,36.0,7
475,Yokohama Soei University,Private,Kanagawa Ken,2011-10,3,3,True,False,3.56,38.0,37.0,7
476,Shonan University of Medical Sciences,Private,Kanagawa Ken,2015-04,4,6,True,False,3.72,34.0,38.6,7
477,SHONAN KAMAKURA UNIVERSITY OF MEDICAL SCIENCES,Private,Kanagawa Ken,2020-04,2,2,True,False,3.67,3.0,35.0,7
478,Nagaoka University,Private,Niigata Ken,2000-12,1,1,False,False,3.44,27.0,43.0,6
479,Niigata University of Health And Welfare,Private,Niigata Ken,2000-12,7,18,True,False,3.89,236.0,38.1,7
480,Niigata Seiryo University,Private,Niigata Ken,1999-12,4,5,True,False,3.94,110.0,42.8,6
481,Niigata Institute of Technology,Private,Niigata Ken,1994-12,2,2,True,False,3.62,26.0,35.3,7
482,Niigata University of Management,Private,Niigata Ken,1993-12,2,3,False,False,3.73,30.0,36.0,7
483,Niigata University of International And Information Studies,Private,Niigata Ken,1993-12,2,3,False,False,3.69,70.0,45.5,5
484,Keiwa College,Private,Niigata Ken,1990-12,1,3,False,False,3.45,42.0,35.2,7
485,Niigata University of Pharmacy and Applied Life Sciences,Private,Niigata Ken,1977-01,4,5,True,False,3.51,72.0,35.7,7
487,Niigata Sangyo University,Private,Niigata Ken,1987-12,3,4,True,True,3.73,17.0,37.5,7
489,Niigata University of Rehabilitation,Private,Niigata Ken,2007-01,2,2,True,False,3.18,23.0,35.5,7
490,Niigata Agro-Food University,Private,Niigata Ken,2017-08,2,2,True,False,2.75,4.0,35.3,7
491,Kaishi Professional University,Private,Niigata Ken,2020-04,3,3,False,False,4.0,1.0,36.5,7
492,Nagaoka Sutoku University,Private,Niigata Ken,2019-04,1,1,False,False,3.75,4.0,37.5,7
493,Takaoka University of Law,Private,Toyama Ken,1988-12,1,1,False,False,3.43,18.0,35.7,7
494,Toyama University of International Studies,Private,Toyama Ken,1989-12,2,2,False,False,3.7,65.0,36.3,7
496,Kanazawa Seiryo University,Private,Ishikawa Ken,1967-04,4,6,True,False,3.77,172.0,36.5,7
497,Kanazawa Institute of Technology,Private,Ishikawa Ken,1965-01,7,23,True,False,3.69,259.0,38.8,7
498,Kanazawa Medical University,Private,Ishikawa Ken,1972-03,4,4,True,False,3.9,47.0,54.0,4
499,Hokuriku University,Private,Ishikawa Ken,1975-02,6,8,False,False,3.46,78.0,36.2,7
500,Kanazawa Gakuin University,Private,Ishikawa Ken,1986-12,13,16,True,False,3.4,128.0,37.9,7
501,Kinjo University,Private,Ishikawa Ken,2000-04,5,7,True,False,3.84,103.0,37.3,7
502,Hokurikugakuin University,Private,Ishikawa Ken,2007-12,1,2,False,False,3.81,39.0,37.6,7
503,Kanazawa Professional University of Food Management,Private,Ishikawa Ken,2021-04,1,1,False,False,3.806595460614152,249.7570093457944,36.0,7
504,Fukui University of Technology,Private,Fukui Ken,1963-01,4,10,True,False,3.59,57.0,41.6,6
505,Jin-Ai University,Private,Fukui Ken,2000-12,3,5,True,False,3.85,100.0,37.5,7
506,Fukui Health Science University,Private,Fukui Ken,2016-08,2,3,True,False,3.56,9.0,37.8,7
507,Yamanashi Gakuin University,Private,Yamanashi Ken,1962-01,6,7,True,False,3.74,138.0,39.0,7
508,Minobusan University,Private,Yamanashi Ken,1994-12,1,1,False,False,5.0,1.0,37.0,7
509,Yamanashi-Eiwa College,Private,Yamanashi Ken,2001-12,2,2,True,False,3.66,46.0,36.0,7
510,Health Science University,Private,Yamanashi Ken,2002-12,2,4,False,False,3.58,52.0,35.6,7
511,Matsumoto Dental University,Private,Nagano Ken,1972-01,2,2,True,False,3.1,11.0,38.5,7
512,Matsumoto University,Private,Nagano Ken,2001-12,5,7,True,False,3.91,120.0,42.7,6
513,Seisen Jogakuin College,Private,Nagano Ken,2002-12,5,5,True,False,4.1,54.0,36.5,7
514,Saku University,Private,Nagano Ken,2008-04,4,4,True,False,3.89,26.0,38.0,7
515,Nagano University of Health And Medicine,Private,Nagano Ken,2015-04,3,3,True,False,3.87,16.0,40.5,6
516,MATSUMOTO COLLEGE OF NURSING,Private,Nagano Ken,2021-04,1,1,False,False,3.0,2.0,38.0,7
517,Chukyo Gakuin University,Private,Gifu Ken,1992-12,2,2,False,False,3.64,44.0,35.2,7
518,Gifu Kyoritsu University,Private,Gifu Ken,1967-01,5,7,True,False,3.46,55.0,35.6,7
519,Gifu Women’s University,Private,Gifu Ken,1968-03,5,9,True,True,3.77,94.0,35.5,7
520,Asahi University,Private,Gifu Ken,1971-02,8,9,True,False,3.76,120.0,40.1,6
521,Gifu Shotoku Gakuen University,Private,Gifu Ken,1972-04,6,7,True,False,4.09,241.0,42.6,6
522,Tokai Gakuin University,Private,Gifu Ken,1981-01,3,5,True,False,3.52,83.0,35.3,7
523,Chubu Gakuin University,Private,Gifu Ken,1996-12,7,8,True,True,3.86,102.0,35.9,7
524,Gifu University of Medical Science,Private,Gifu Ken,2005-12,5,6,True,False,3.79,91.0,40.5,6
525,Gifu University of Health Sciences,Private,Gifu Ken,2019-04,3,4,True,False,3.91,7.0,36.0,7
527,Shizuoka University of Welfare,Private,Shizuoka Ken,2003-11,2,4,False,False,3.89,61.0,35.5,7
528,Hamamatsu Gakuin University,Private,Shizuoka Ken,2003-11,1,2,False,False,3.93,48.0,35.5,7
529,Shizuoka Eiwa Gakuin University,Private,Shizuoka Ken,2001-12,1,2,False,False,3.54,54.0,35.7,7
530,Tokoha University,Private,Shizuoka Ken,1980-01,14,25,True,False,3.77,348.0,38.8,7
531,Shizuoka Institute of Science And Technology,Private,Shizuoka Ken,1990-12,3,9,True,False,3.59,52.0,40.6,6
532,Seirei Christopher University,Private,Shizuoka Ken,1992-04,7,11,True,False,4.0,104.0,38.8,7
533,Shizuoka Sangyo University,Private,Shizuoka Ken,1994-04,3,6,False,False,3.64,73.0,35.5,7
534,Aichi University of Technology,Private,Aichi Ken,1999-12,2,4,True,False,3.5,28.0,36.0,7
535,Nagoya Sangyo University,Private,Aichi Ken,2000-04,2,3,True,False,3.63,15.0,36.3,7
536,University of Human Environments,Private,Aichi Ken,1999-12,8,10,True,False,3.58,58.0,43.6,6
537,Nagoya Bunri University,Private,Aichi Ken,1999-04,2,3,False,False,3.68,86.0,38.9,7
538,Aichi Mizuho College,Private,Aichi Ken,1992-12,2,2,True,False,3.46,32.0,38.7,7
539,Aichi Gakuin University,Private,Aichi Ken,1953-04,20,30,True,False,3.83,610.0,44.0,6
540,Aichi Institute of Technology,Private,Aichi Ken,1954-02,5,15,True,False,3.67,228.0,45.4,5
541,Kinjogakuin University,Private,Aichi Ken,1927-03,9,20,True,False,4.02,534.0,39.1,6
542,Sugiyama Jogakuen University,Private,Aichi Ken,1929-11,11,17,True,False,3.98,613.0,41.8,6
543,Daido University,Private,Aichi Ken,1964-01,4,13,True,False,3.71,129.0,41.5,6
544,Chukyo University,Private,Aichi Ken,1954-04,21,38,True,False,3.81,944.0,51.6,4
545,Doho University,Private,Aichi Ken,1921-06,5,6,True,False,3.62,71.0,36.8,7
546,Nagoya Gakuin University,Private,Aichi Ken,1964-01,11,16,True,False,3.6,249.0,42.4,6
547,Nagoya University of Commerce & Business,Private,Aichi Ken,1953-03,7,11,True,False,3.37,122.0,36.5,7
548,Nagoya Women’s University,Private,Aichi Ken,1964-01,5,8,True,False,3.79,253.0,39.5,6
549,Nanzan University,Private,Aichi Ken,1946-07,16,35,True,False,3.96,955.0,51.6,4
550,Nihon Fukushi University,Private,Aichi Ken,1953-04,15,18,True,True,3.76,461.0,38.2,7
551,Meijo University,Private,Aichi Ken,1947-09,20,47,True,False,3.84,996.0,50.8,4
552,Nagoya College of Music,Private,Aichi Ken,1976-01,2,5,True,False,3.86,70.0,40.0,6
553,Toyota Technological Institute,Private,Aichi Ken,1981-01,2,4,True,False,3.76,36.0,58.0,3
554,Nagoya University of Foreign Studies,Private,Aichi Ken,1987-12,6,13,True,False,3.89,384.0,52.8,4
555,Nagoya Zokei University of Art ; Design,Private,Aichi Ken,1989-12,2,2,True,False,3.65,53.0,42.7,6
556,Aichi Sangyo University,Private,Aichi Ken,1991-12,4,7,True,True,3.8,36.0,35.6,7
557,Tokai Gakuen University,Private,Aichi Ken,1994-12,7,7,True,False,3.56,243.0,37.2,7
558,Toyohashi Sozo University,Private,Aichi Ken,1995-12,4,5,True,False,3.54,37.0,38.6,7
559,Aichi Toho University,Private,Aichi Ken,2000-12,3,4,False,False,3.54,49.0,35.4,7
560,Seijoh University,Private,Aichi Ken,2001-12,3,3,True,False,3.75,51.0,38.1,7
561,Aichi Bunkyo University,Private,Aichi Ken,1997-12,2,2,True,False,3.55,10.0,36.0,7
562,Ohkagakuen University,Private,Aichi Ken,1997-12,2,3,False,False,4.21,108.0,35.3,7
563,Aichi University,Private,Aichi Ken,1946-11,14,22,True,False,3.83,781.0,48.4,5
564,Aichi Gakusen University,Private,Aichi Ken,1966-03,1,4,False,False,3.41,82.0,36.3,7
565,Shigakkan University,Private,Aichi Ken,1963-01,2,5,True,False,3.58,111.0,39.9,6
566,Chubu University,Private,Aichi Ken,1964-04,13,50,True,False,3.73,560.0,43.8,6
567,Fujita Health University,Private,Aichi Ken,1968-05,5,9,True,False,3.73,199.0,51.7,4
568,Nagoya University of The Arts,Private,Aichi Ken,1970-04,7,9,True,False,3.72,115.0,36.6,7
569,Aichi Medical University,Private,Aichi Ken,1971-12,4,5,True,False,3.76,63.0,55.2,3
570,Aichi Shukutoku University,Private,Aichi Ken,1975-01,15,20,True,False,3.84,772.0,44.4,5
571,Nagoya University of Economics,Private,Aichi Ken,1978-12,7,10,True,False,3.38,81.0,38.3,7
572,Nagoya University of Arts And Sciences,Private,Aichi Ken,2001-12,8,10,True,False,4.16,291.0,52.5,4
573,Japanese Red Cross Toyota College of Nursing,Private,Aichi Ken,2003-11,2,3,True,False,3.88,38.0,41.0,6
574,Shubun University,Private,Aichi Ken,2007-12,3,3,False,False,3.47,35.0,37.4,7
575,Okazaki Women’s University,Private,Aichi Ken,2012-11,1,1,False,False,4.1,42.0,35.5,7
576,Ichinomiya Kenshin College,Private,Aichi Ken,2017-04,1,1,False,False,4.0,4.0,42.3,6
577,Nagoya Ryujo Women's University,Private,Aichi Ken,1898-04,1,1,False,False,4.12,7.0,37.5,7
579,Yokkaichi University,Private,Mie Ken,1987-12,2,2,False,False,3.65,32.0,36.5,7
580,Kogakkan University,Private,Mie Ken,1962-02,6,11,True,False,3.9,178.0,41.4,6
581,Suzuka University of Medical Science,Private,Mie Ken,1990-12,6,14,True,False,3.59,161.0,41.5,6
582,Suzuka University,Private,Mie Ken,1994-04,4,4,True,False,3.51,21.0,38.0,7
583,Yokkaichi Nursing And Medical Care University,Private,Mie Ken,2006-11,2,3,True,False,3.76,42.0,42.3,6
584,Seian University of Art And Design,Private,Shiga Ken,1992-12,1,1,False,False,3.75,35.0,53.0,4
585,Seisen University,Private,Shiga Ken,2002-12,4,4,True,False,3.39,30.0,35.5,7
586,Nagahama Institute of Bio-Science And Technology,Private,Shiga Ken,2002-12,2,4,True,False,3.76,55.0,40.3,6
587,Biwako Seikei Sport College,Private,Shiga Ken,2003-04,2,2,True,False,3.88,57.0,36.0,7
588,Biwako-Gakuin University,Private,Shiga Ken,2008-10,1,2,False,False,3.63,33.0,37.0,7
589,Biwako Professional University of Rehabilitation,Private,Shiga Ken,2020-04,1,2,False,False,5.0,1.0,37.8,7
590,Heian Jogakuin st.Agnes University,Private,Kyoto Fu,1999-12,2,2,False,False,3.85,50.0,35.5,7
591,Otani University,Private,Kyoto Fu,1923-04,5,18,True,False,3.88,202.0,37.7,7
592,Kyoto University of Foreign Studies,Private,Kyoto Fu,1959-04,4,14,True,False,3.81,352.0,44.9,5
593,Kyoto Sangyo University,Private,Kyoto Fu,1965-01,21,40,True,True,3.81,723.0,46.3,5
594,Kyoto Women’s University,Private,Kyoto Fu,1920-03,10,24,True,False,3.91,787.0,49.0,5
595,Kyoto    Pharmaceutical  University,Private,Kyoto Fu,1919-03,2,3,True,False,3.97,191.0,53.5,4
596,Kyoto Koka Women’s University,Private,Kyoto Fu,1944-03,6,9,True,False,3.79,141.0,35.9,7
597,Shuchiin University,Private,Kyoto Fu,1929-04,1,2,False,False,3.97,8.0,35.0,7
598,Kyoto Tachibana University,Private,Kyoto Fu,1967-01,15,22,True,True,3.94,338.0,44.7,5
599,Doshisha University,Private,Kyoto Fu,1904-03,30,69,True,False,4.06,2011.0,59.0,3
600,Doshisha Women’s College of Liberal Arts,Private,Kyoto Fu,1912-02,12,20,True,False,4.15,729.0,48.2,5
601,Kyoto Notre Dame University,Private,Kyoto Fu,1961-03,5,9,True,False,3.98,107.0,35.5,7
602,Hanazono University,Private,Kyoto Fu,1911-09,4,10,True,False,3.83,99.0,35.5,7
603,Bukkyo University,Private,Kyoto Fu,1912-05,22,42,True,True,3.89,505.0,43.7,6
604,Ritsumeikan University,Private,Kyoto Fu,1900-05,37,57,True,False,3.9,2452.0,55.4,3
605,Ryukoku University,Private,Kyoto Fu,1922-05,22,60,True,False,3.85,1280.0,46.4,5
606,Kyoto University of Advanced Science,Private,Kyoto Fu,1969-04,10,17,True,False,3.51,115.0,37.7,7
607,Kyoto Seika University,Private,Kyoto Fu,1978-12,11,17,True,False,3.92,157.0,44.6,5
608,Meiji University of Integrative Medicine,Private,Kyoto Fu,1983-04,5,8,True,False,3.78,28.0,36.3,7
609,Kyoto University of the Arts,Private,Kyoto Fu,1990-12,3,18,True,True,3.88,187.0,41.4,6
610,Kyoto Bunkyo University,Private,Kyoto Fu,1995-12,4,4,True,False,3.76,127.0,35.1,7
611,Kyoto Saga University of Arts,Private,Kyoto Fu,2000-12,2,3,True,False,3.93,39.0,41.0,6
613,Kyoto College of Medical Science,Private,Kyoto Fu,2006-11,1,1,False,False,3.86,20.0,43.0,6
614,Kyoto Kacho University,Private,Kyoto Fu,2010-10,1,2,False,False,3.82,48.0,35.1,7
615,Kyoto Arts And Crafts University,Private,Kyoto Fu,2011-10,3,3,True,False,4.03,14.0,39.3,6
616,Kyoto College of Nursing,Private,Kyoto Fu,2013-10,2,2,True,False,3.25,27.0,42.0,6
617,Osaka University of Economics,Private,Osaka Fu,1935-09,9,11,True,False,3.78,430.0,43.8,6
618,Osaka Institute of Technology,Private,Osaka Fu,1940-03,8,26,True,False,3.81,290.0,45.1,5
619,Osaka Dental University,Private,Osaka Fu,1911-12,4,6,True,False,3.61,28.0,45.0,5
620,Soai University,Private,Osaka Fu,1958-01,5,8,True,False,3.79,91.0,35.5,7
621,Momoyama Gakuin University,Private,Osaka Fu,1959-01,10,12,True,False,3.58,305.0,41.5,6
622,Setsunan University,Private,Osaka Fu,1975-01,16,29,True,False,3.64,365.0,43.4,6
623,Momoyama Gakuin University of Education,Private,Osaka Fu,1995-12,1,1,False,False,3.66,27.0,40.6,6
624,Osaka Medical and Pharmaceutical University,Private,Osaka Fu,1904-05,6,9,True,False,4.11,9.0,57.0,3
625,Osaka College of Music,Private,Osaka Fu,1958-01,3,7,True,False,4.0,117.0,35.0,7
626,Osaka Gakuin University,Private,Osaka Fu,1963-04,13,14,True,True,3.58,194.0,39.7,6
627,Osaka University of Arts,Private,Osaka Fu,1964-01,3,25,True,True,3.79,415.0,43.3,6
628,Osaka Sangyo University,Private,Osaka Fu,1965-04,11,27,True,False,3.46,247.0,38.8,7
629,Osaka Shoin Women’s University,Private,Osaka Fu,1925-12,6,13,True,False,3.86,195.0,36.8,7
630,Osaka University of Commerce,Private,Osaka Fu,1928-04,4,7,True,False,3.56,157.0,41.3,6
631,Osaka University of Health And Sport Sciences,Private,Osaka Fu,1965-01,3,4,True,False,4.13,142.0,40.8,6
632,Osaka Electro-Communication University,Private,Osaka Fu,1961-03,7,17,True,False,3.78,201.0,43.7,6
633,Osaka Ohtani University,Private,Osaka Fu,1966-01,7,10,True,False,3.78,201.0,41.2,6
634,Otemon Gakuin University,Private,Osaka Fu,1966-01,11,14,True,False,3.56,381.0,45.8,5
635,Kansai University,Private,Osaka Fu,1904-01,29,44,True,False,3.95,2661.0,55.6,3
636,Kansai Medical University,Private,Osaka Fu,1928-06,5,6,True,False,4.07,37.0,52.5,4
637,Kansai Gaidai University,Private,Osaka Fu,1966-01,5,7,True,False,3.71,1072.0,50.0,4
638,Kindai University,Private,Osaka Fu,1925-03,28,73,True,True,3.86,2246.0,49.6,4
639,Shitennoji University,Private,Osaka Fu,1967-01,6,9,True,False,3.88,251.0,42.0,6
640,Tezukayamagakuin University,Private,Osaka Fu,1966-01,3,7,True,False,3.85,103.0,42.8,6
641,Baika Women’s University,Private,Osaka Fu,1922-03,7,14,True,False,3.83,169.0,39.4,6
642,Hannan University,Private,Osaka Fu,1965-01,6,6,True,False,3.76,273.0,39.5,6
643,Osaka University of Economics and Law,Private,Osaka Fu,1971-01,5,6,True,False,3.53,124.0,42.0,6
644,Osaka International University,Private,Osaka Fu,1987-12,5,9,True,False,3.78,139.0,39.4,6
645,Kansai University of Welfare Sciences,Private,Osaka Fu,1996-12,6,8,True,False,3.79,194.0,35.8,7
646,Taisei Gakuin University,Private,Osaka Fu,1997-12,3,5,False,False,3.32,44.0,36.6,7
647,Tokiwakai Gakuen University,Private,Osaka Fu,1998-12,1,1,False,False,3.82,33.0,35.0,7
648,Osaka University of Tourism,Private,Osaka Fu,2000-04,3,3,False,False,3.39,20.0,35.0,7
649,Osaka University of Human Sciences,Private,Osaka Fu,2000-12,4,10,True,False,3.6,78.0,35.4,7
650,Hagoromo University of International Studies,Private,Osaka Fu,2001-12,2,4,False,False,3.51,47.0,35.3,7
651,Osaka Seikei University,Private,Osaka Fu,2003-04,5,7,True,False,3.71,136.0,40.5,6
652,Kansai University of Health Sciences,Private,Osaka Fu,2003-04,3,7,True,False,3.92,83.0,39.8,6
653,Senri Kinran University,Private,Osaka Fu,2002-12,3,4,True,False,3.8,86.0,38.3,7
654,Higashiosaka College,Private,Osaka Fu,2002-12,1,2,False,False,3.83,86.0,35.5,7
655,Osaka Jogakuin University,Private,Osaka Fu,2003-11,2,2,True,False,3.91,57.0,36.0,7
656,Aino University,Private,Osaka Fu,2004-04,2,5,True,False,3.53,84.0,40.3,6
657,Osaka Aoyama University,Private,Osaka Fu,2004-11,2,3,False,False,3.73,76.0,39.3,6
658,Shijonawate Gakuen University,Private,Osaka Fu,2004-11,2,2,False,False,3.9,26.0,38.0,7
660,Osaka University of Comprehensive Children Education,Private,Osaka Fu,1942-12,2,3,True,False,4.06,58.0,40.0,6
661,Morinomiya University of Medical Sciences,Private,Osaka Fu,2006-11,5,11,True,False,3.9,76.0,44.3,5
662,Osaka Health Science University,Private,Osaka Fu,2008-10,3,3,True,False,4.01,44.0,38.0,7
663,Butsuryo College of Osaka,Private,Osaka Fu,2010-10,1,1,False,False,3.51,20.0,38.0,7
664,Jikei University of Health Care Sciences,Private,Osaka Fu,2010-10,2,2,True,False,4.0,2.0,36.3,7
665,Osaka Yukioka College of Health Science,Private,Osaka Fu,2011-10,1,1,False,False,3.41,7.0,39.0,7
666,Yamato University,Private,Osaka Fu,2013-10,5,7,False,False,3.7,134.0,52.1,4
667,Takarazuka University,Private,Osaka Fu,1986-12,4,4,True,False,3.55,50.0,38.3,7
669,Konan University,Private,Hyogo Ken,1923-01,13,27,True,False,3.88,673.0,48.6,5
670,Konan Women’s University,Private,Hyogo Ken,1964-01,7,15,True,False,3.98,393.0,42.7,6
671,Kobe Kaisei College,Private,Hyogo Ken,1965-01,1,2,False,False,3.87,35.0,36.0,7
672,Kobe Gakuin University,Private,Hyogo Ken,1966-01,18,26,True,False,3.6,603.0,39.5,6
673,Kobe Women’s University,Private,Hyogo Ken,1966-03,10,20,True,False,3.84,364.0,43.6,6
674,Kobe Pharmaceutical University,Private,Hyogo Ken,1932-03,2,3,True,False,3.68,124.0,48.3,5
675,Kobe Shoin Women’s University,Private,Hyogo Ken,1947-03,4,14,True,False,3.86,166.0,39.3,6
677,Kobe International University,Private,Hyogo Ken,1968-02,3,4,False,False,3.66,88.0,35.2,7
678,Hyogo University,Private,Hyogo Ken,1994-12,7,9,True,False,3.68,94.0,38.4,7
679,Kobe Tokiwa University,Private,Hyogo Ken,2007-12,2,5,False,False,3.8,116.0,39.5,6
680,Takarazuka University of Medical and Health Care,Private,Hyogo Ken,2010-10,4,6,False,False,3.7,27.0,36.3,7
681,Ashiya University,Private,Hyogo Ken,1964-01,4,7,True,False,3.67,57.0,35.0,7
682,Otemae University,Private,Hyogo Ken,1966-01,7,7,True,True,3.63,230.0,39.1,6
683,Kwansei Gakuin University,Private,Hyogo Ken,1908-09,29,63,True,False,4.0,1990.0,54.2,3
684,Koshien University,Private,Hyogo Ken,1967-01,4,5,True,False,3.55,57.0,37.0,7
685,Kobe College,Private,Hyogo Ken,1909-10,6,9,True,False,4.23,296.0,41.0,6
686,Sonoda Women’s University,Private,Hyogo Ken,1966-01,3,5,False,False,3.59,131.0,37.0,7
687,Mukogawa Women’s University,Private,Hyogo Ken,1949-04,19,33,True,False,4.01,969.0,45.8,5
688,Hyogo Medical University,Private,Hyogo Ken,1971-11,8,10,True,False,3.94,34.0,47.3,5
689,Himeji Dokkyo University,Private,Hyogo Ken,1986-12,7,12,True,False,3.71,107.0,35.8,7
690,University of Marketing And Distribution Sciences,Private,Hyogo Ken,1987-12,4,8,True,False,3.78,98.0,39.6,6
691,Kobe Design University,Private,Hyogo Ken,1988-12,4,12,True,False,3.78,87.0,38.1,7
692,Kansai University of Social Welfare,Private,Hyogo Ken,1996-12,6,7,True,False,3.74,53.0,42.4,6
693,Kansai University of International Studies,Private,Hyogo Ken,1997-12,10,12,True,False,3.57,141.0,35.9,7
694,Kobe University of Welfare,Private,Hyogo Ken,1999-12,1,3,False,False,3.67,27.0,35.3,7
696,Kansai University of Nursing And Health Sciences,Private,Hyogo Ken,2005-12,2,2,True,False,3.9,23.0,40.0,6
698,Himeji University,Private,Hyogo Ken,2006-11,4,4,True,True,3.72,65.0,37.5,7
699,Tezukayama University,Private,Nara Ken,1964-01,8,9,True,False,3.7,210.0,40.8,6
700,Tenri University,Private,Nara Ken,1925-02,8,12,True,False,4.17,173.0,39.1,6
701,Nara University,Private,Nara Ken,1969-03,5,11,True,True,3.86,177.0,39.0,7
702,Naragakuen University,Private,Nara Ken,1983-12,3,4,True,False,3.76,41.0,38.4,7
703,Kio University,Private,Nara Ken,2002-12,6,9,True,False,4.04,226.0,46.2,5
705,Koyasan University,Private,Wakayama Ken,1926-04,3,6,True,False,4.33,5.0,35.5,7
706,Wakayama Shin-ai University,Private,Wakayama Ken,2019-04,1,1,False,False,3.79,14.0,37.3,7
707,Wakayama Professional University of Rehabilitation,Private,Wakayama Ken,2021-04,1,1,False,False,3.806595460614152,249.7570093457944,37.8,7
708,Tottori College of Nursing,Private,Tottori Ken,2015-04,2,2,True,False,4.23,11.0,39.5,6
709,Kibi International University,Private,Okayama Ken,1989-12,15,22,True,True,3.67,55.0,37.1,7
710,Okayama Shoka University,Private,Okayama Ken,1955-03,6,7,True,False,3.71,59.0,37.1,7
711,Okayama University of Science,Private,Okayama Ken,1964-01,16,47,True,False,3.69,320.0,38.9,7
712,Kurashiki Sakuyo University,Private,Okayama Ken,1966-04,4,5,True,False,3.84,120.0,36.4,7
713,Notre Dame Seishin University,Private,Okayama Ken,1944-02,4,13,True,False,4.08,261.0,49.5,4
714,Kawasaki Medical School,Private,Okayama Ken,1970-03,2,2,True,False,3.57,18.0,60.0,2
715,Shujitsu University,Private,Okayama Ken,1979-02,7,10,True,False,3.96,196.0,41.8,6
716,Kawasaki University of Medical Welfare,Private,Okayama Ken,1990-12,8,31,True,False,3.79,285.0,38.5,7
717,Sanyo Gakuen University,Private,Okayama Ken,1994-04,5,6,True,False,3.57,41.0,38.0,7
718,Kurashiki University of Science And The Arts,Private,Okayama Ken,1994-12,9,14,True,True,3.63,78.0,36.7,7
719,Okayama Gakuin University,Private,Okayama Ken,2001-12,1,1,False,False,3.43,14.0,35.0,7
720,Chugokugakuen University,Private,Okayama Ken,2001-12,5,5,True,False,3.76,51.0,35.5,7
721,International Pacific University,Private,Okayama Ken,2006-11,5,7,False,True,3.75,79.0,36.0,7
722,Okayama Healthcare Professional University,Private,Okayama Ken,2020-04,1,2,False,False,2.0,1.0,35.5,7
723,Mimasaka University,Private,Okayama Ken,1967-02,3,5,True,False,4.09,65.0,41.5,6
724,Elisabeth University of Music,Private,Hiroshima Ken,1952-03,2,7,True,False,3.54,29.0,36.0,7
725,Hiroshima University of Economics,Private,Hiroshima Ken,1967-01,4,6,True,False,3.74,100.0,38.6,7
726,Hiroshima Institute of Technology,Private,Hiroshima Ken,1963-04,5,20,True,False,3.69,149.0,41.0,6
727,Hiroshima Shudo University,Private,Hiroshima Ken,1960-01,11,23,True,False,3.89,413.0,42.6,6
728,Hiroshima Jogakuin University,Private,Hiroshima Ken,1932-02,4,9,True,False,3.9,106.0,36.8,7
730,Hiroshima Bunkyo University,Private,Hiroshima Ken,1948-03,3,6,True,False,4.08,106.0,39.4,6
